title,year,certificate,duration,genre,rating,description,stars,votes
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",8.3,"Posing as a regular kid, Aang goes to a Fire Nation school and sees what's missing from their lives. Zuko visits his uncle in prison.","['Joaquim Dos Santos', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,652"
Avatar: The Last Airbender,(20052008),TV-Y7,25 min,"Animation, Action, Adventure",8.6,"Weeks after the fall of the Earth Kingdom, Aang and his friends must infiltrate the Fire Nation. Katara meets her father for the first time in years. Zuko returns home, but is uneasy with his newfound reputation.","['Giancarlo Volpe', '| ', '    Stars:', 'Zach Tyler Eisen, ', 'Mae Whitman, ', 'Jack De Sena, ', 'Michaela Jill Murphy']","3,734"
The Tudors,(20072010),TV-MA,54 min,"Drama, History, Romance",7.4,"King Henry VIII, the young and ambitious monarch of England, prepares for war with France but is dissuaded by the diplomatic manipulation of his powerful Lord Chancellor, Cardinal Wolsey, who proposes that the King sponsor a ""Treaty of Universal Peace."""" The harmony of the King's domestic affairs is threatened", however, when he discovers that Elizabeth Blount
The Tudors,(20072010),TV-MA,53 min,"Drama, History, Romance",7.6,"Henry and his court look to sign the treaty with France, though tempers of both kings flare up at the summit. Meanwhile, Henry takes on a new mistress named Mary Boleyn, though he soon tires of her and Mary's sister, Anne, is summoned to the court.","['Charles McDougall', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",978
The Tudors,(20072010),TV-MA,50 min,"Drama, History, Romance",8.1,"Now cardinal Wolsey lives in misery as penniless archbishop of and in York, barred from court, hoping in vain Anne Boleyn who broke his hold on the king will reward his efforts as she once ...                See full summary","['Ciaran Donnelly', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",760
The Tudors,(20072010),TV-MA,51 min,"Drama, History, Romance",7.5,"The King asks Charles to escort his sister, Margaret, to her betrothed and promotes him to Duke of Suffolk. The envoys from the Holy Roman-Emperor meet with Cardinal Wolsey and determine how to cement the treaty between the two nations. Anne catches the King's notice in a play. The Emperor is invited to the King's court. It is learned that the King of France knows of the treaty talks- and the ...                See full summary","['Steve Shill', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",903
The Tudors,(20072010),TV-MA,54 min,"Drama, History, Romance",7.7,"As a reward for his denunciation of Martin Luther, the Pope christens Henry ""Defender of the Faith", but a brush with death causes the king to seek a solution to his lack of an heir. Princess Margaret marries the decrepit King of Portugal reluctantly," but the union is short-lived; Henry's desire for Anne Boleyn intensifies."""
The Tudors,(20072010),TV-MA,51 min,"Drama, History, Romance",7.6,"Henry is displeased to learn that the Emperor Charles V, Queen Katherine's nephew, has released King Francis of France from prison and is forced to look for a foreign ally elsewhere. ...                See full summary","['Brian Kirk', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",787
The Tudors,(20072010),TV-MA,53 min,"Drama, History, Romance",7.6,"Henry is still besotted with Anne Boleyn, queen Catherine asks a diplomat to appeal to her Habsburg relatives. Now the emperor has captured the pope in Italy, cardinal Woolsey promises the ...                See full summary","['Brian Kirk', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",753
The Tudors,(20072010),TV-MA,53 min,"Drama, History, Romance",7.7,"Sir William Compton is diagnosed on his Warwickshire estate with highly contagious 'sweating sickness', the physician bleeds his back- death comes swift, his body is burned before burial, ...                See full summary","['Alison Maclean', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",737
The Tudors,(20072010),TV-MA,52 min,"Drama, History, Romance",7.8,"Cardinal Campeggio's long awaited papal legation has arrived at court to decide with colleague-cardinal Thomas Wolsey on the royal request for divorce, claiming Catherine's first marriage ...                See full summary","['Alison Maclean', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",723
The Tudors,(20072010),TV-MA,47 min,"Drama, History, Romance",7.7,"The legatine court's divorce trial continues in the Queen's absence, hearing testimony suggesting prince Arthur carnally consummated his marriage to Catherine: embarrassing for the court, ...                See full summary","['Ciaran Donnelly', '| ', '    Stars:', 'Jonathan Rhys Meyers, ', 'Sam Neill, ', 'Callum Blue, ', 'Henry Cavill']",702
Supergirl,(20152021),TV-PG,42 min,"Action, Adventure, Drama",7.5,Kara and Lena head to Stryker's Island to find clues that may help defeat Lex; Kelly encourages James to confide in someone about his PTSD; Alex faces off against Ben Lockwood when he takes powerful weapons from the DEO to hunt Supergirl.,"['Antonio Negret', '| ', '    Stars:', 'Melissa Benoist, ', 'Mehcad Brooks, ', 'Chyler Leigh, ', 'Katie McGrath']","1,133"
Good Girls,(20182021),TV-14,42 min,"Comedy, Crime, Drama",8.3,Turner has Beth in checkmate; the women must contend with a rotten egg from the past. Rio makes a grand gesture for Beth. A new business opportunity presents itself.,"['Michael Weaver', '| ', '    Stars:', 'Christina Hendricks, ', 'Retta, ', 'Mae Whitman, ', 'Reno Wilson']",683
The Umbrella Academy,(20192023),TV-14,47 min,"Action, Adventure, Comedy",8.2,After dropping his siblings into an alley in Dallas - in different years - Five scrambles to track them all down and stop a new doomsday threat.,"['Sylvain White', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castaeda, ', 'Emmy Raver-Lampman']","4,357"
Supergirl,(20152021),TV-PG,42 min,"Action, Adventure, Drama",7.3,Dreamer becomes National City's protector while Kara works to clear Supergirl's name and gets into a showdown with Ben Lockwood; James takes extreme measures to get over his PTSD.,"['David Harewood', '| ', '    Stars:', 'Melissa Benoist, ', 'Mehcad Brooks, ', 'Chyler Leigh, ', 'Katie McGrath']","1,189"
The Kominsky Method,(20182021),TV-MA,23 min,"Comedy, Drama",8.1,"Norman and Madelyn get closer as they spend time together in Santa Barbara. When Sandy meets Mindy's boyfriend, he discovers they have a lot in common.","['Beth McCarthy-Miller', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",896
The Kominsky Method,(20182021),TV-MA,29 min,"Comedy, Drama",7.9,"Mindy's not thrilled with her dad and boyfriend's growing friendship. Norman's daughter leaves rehab, returning home while Madelyn is visiting.","['Andy Tennant', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",823
The Kominsky Method,(20182021),TV-MA,25 min,"Comedy, Drama",8.0,Interactions with two women have Sandy contemplating his changing libido. Norman tries to reconcile with both Phoebe and Madelyn.,"['Beth McCarthy-Miller', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",796
The Kominsky Method,(20182021),TV-MA,25 min,"Comedy, Drama",8.0,"Sandy urges Norman to make a grand gesture for Madelyn. After Martin experiences a medical episode, Sandy decides to have a complete checkup.","['Andy Tennant', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",803
The Kominsky Method,(20182021),TV-MA,25 min,"Comedy, Drama",8.2,"Despite Norman's prodding, Sandy remains reluctant to share some important news with Mindy. Norman and Madelyn come to an understanding.","['Beth McCarthy-Miller', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",807
The Kominsky Method,(20182021),TV-MA,21 min,"Comedy, Drama",8.0,"An accident forces Sandy to come clean with Mindy. After visiting Eileen's grave, Phoebe tries to make amends with Norman, but it doesn't go well.","['Andy Tennant', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",764
The Kominsky Method,(20182021),TV-MA,26 min,"Comedy, Drama",8.0,"As Norman contemplates retiring, an unexpected visitor has him considering his spiritual life. Sandy dislikes changes Mindy is making at the studio.","['Beth McCarthy-Miller', '| ', '    Stars:', 'Michael Douglas, ', 'Alan Arkin, ', 'Sarah Baker, ', 'Nancy Travis']",835
The Umbrella Academy,(20192023),TV-14,48 min,"Action, Adventure, Comedy",8.0,An incident at the bar leads Luther to Vanya. Five finds an unsettling surprise in the film Hazel left behind. The cops come after Allison's husband.,"['Stephen Surjik', '| ', '    Stars:', 'Elliot Page, ', 'Tom Hopper, ', 'David Castaeda, ', 'Emmy Raver-Lampman']","3,879"
Bordertown,(20162020),TV-MA,61 min,"Crime, Drama, Mystery",7.7,"As Kari and family wrestle with devastating news, Heikkinen calls to ask for help with a kidnapping case, and Katia stands trial for attempted murder.","['Marko Mkilaakso', '| ', '    Stars:', 'Ville Virtanen, ', 'Matleena Kuusniemi, ', 'Anu Sinisalo, ', 'Lenita Susi']",221
Grace and Frankie,(20152022),TV-MA,30 min,Comedy,7.8,"Grace worries that Nick isn't satisfied with their sex life. Sol decides to keep his diagnosis a secret, and Coyote comes clean about Jessica.","['Betty Thomas', '| ', '    Stars:', 'Jane Fonda, ', 'Lily Tomlin, ', 'Sam Waterston, ', 'Martin Sheen']",401
Supergirl,(20152021),TV-PG,42 min,"Action, Adventure, Drama",8.2,"Lex Luthor descends upon Washington, D.C. and summons Lena and Lillian to the White House; When Supergirl realizes she has the one last chance to stop Lex, she turns to the power of the press to help.","['Jesse Warn', '| ', '    Stars:', 'Melissa Benoist, ', 'Mehcad Brooks, ', 'Chyler Leigh, ', 'Katie McGrath']","1,252"
The Last Kingdom,(20152022),TV-MA,56 min,"Action, Drama, History",8.3,"Uhtred receives news that Bebbanburg's defences have been weakened by Scottish attacks and plans to seize his birthright, but Edward refuses to help.","['Edward Bazalgette', '| ', '    Stars:', 'Joseph Millson, ', 'Anthony Cozens, ', 'Mark Rowley, ', 'Ewan Mitchell']","2,793"
Hi Score Girl,(20182019),TV-PG,25 min,"Animation, Comedy, Romance",8.1,"Hidaka finally confesses her feelings for Haruo. Meanwhile, Akira's private tutor orders Haruo to stay away, telling him he's a bad distraction.","['Yoshinobu Yamakawa', '| ', '    Stars:', 'Khei Amasaki, ', 'Sayumi Suzushiro, ', 'Yki Hirose, ', 'Kazuyuki Okitsu']",60
Hi Score Girl,(20182019),TV-PG,25 min,"Animation, Comedy, Romance",7.9,"Determined to beat Haruo so she can go out with him, Hidaka trains hard to refine her skills under the watchful eye of her new gamer friend, Nikotama.","['Yoshinobu Yamakawa', '| ', '    Stars:', 'Khei Amasaki, ', 'Yki Hirose, ', 'Kazuyuki Okitsu, ', 'Satomi Arai']",57
Hi Score Girl,(20182019),TV-PG,25 min,"Animation, Comedy, Romance",8.3,"Akira's big sister Makoto reaches out to Haruo, first giving him a dating simulation game, then asking him to create an RPG game just for Akira.","['Yoshinobu Yamakawa', '| ', '    Stars:', 'Khei Amasaki, ', 'Sayumi Suzushiro, ', 'Yki Hirose, ', 'Kazuyuki Okitsu']",60
Never Have I Ever,(20202023),TV-14,28 min,"Comedy, Drama",7.4,"After recent trauma, Devi starts her first day as a high school sophomore determined to shake off old labels and finally become cool.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,168"
Never Have I Ever,(20202023),TV-14,29 min,"Comedy, Drama",7.5,Devi hesitates to tell her friends the truth about her awkward interactions with Paxton. The prospect of an arranged marriage puts Kamala under pressure.,"['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,037"
Never Have I Ever,(20202023),TV-14,30 min,"Comedy, Drama",7.7,"Devi hopes to win cool points with Paxton at a party, until a surprising turn of events. Hidden emotions emerge for Fabiola. Kamala makes a choice.","['Linda Mendoza', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']",982
Never Have I Ever,(20202023),TV-14,22 min,"Comedy, Drama",7.6,"At Ganesh Puja celebrations, Devi questions how much she identifies with Indian culture, Nalini dodges acerbic aunties and Kamala frets over her future.","['Linda Mendoza', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Darren Barnet, ', 'John McEnroe']",974
Never Have I Ever,(20202023),TV-14,29 min,"Comedy, Drama",7.8,"Devi allows rumors about her and Paxton to swirl during an overnight school trip. Fabiola opens up to Eleanor, who gets upsetting news about her mother.","['Kabir Akhtar', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Jaren Lewison, ', 'Darren Barnet, ', 'John McEnroe']",958
Never Have I Ever,(20202023),TV-14,23 min,"Comedy, Drama",8.5,"With absentee parents, a shallow girlfriend and no one to hang out with, Ben Gross is lonelier than ever, until an unlikely invitation offers some hope.","['Kabir Akhtar', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,110"
Never Have I Ever,(20202023),TV-14,24 min,"Comedy, Drama",7.6,Devi oversteps several boundaries in an attempt to be a better friend. Eleanor's reunion with her mother leads to multiple revelations and confessions.,"['Anu Valia', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Darren Barnet, ', 'Poorna Jagannathan, ', 'John McEnroe']",898
Never Have I Ever,(20202023),TV-14,28 min,"Comedy, Drama",8.0,"After another fallout with her friends, Devi grapples with unresolved trauma. A party at Ben's turns out to be equal parts awkward, awful and amazing.","['Anu Valia', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']",933
Never Have I Ever,(20202023),TV-14,24 min,"Comedy, Drama",8.4,"Flashbacks unearth painful memories and resentment for Devi. Meanwhile, Kamala is forced to get honest as the family welcomes her suitor at home.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Darren Barnet, ', 'John McEnroe']",974
Never Have I Ever,(20202023),TV-14,28 min,"Comedy, Drama",8.7,"After unwelcome news sparks a fight with her mother, Devi seeks an escape. Mohan's birthday brings an opportunity for closure - and for new beginnings.","['Tristram Shapeero', '| ', '    Stars:', 'Maitreyi Ramakrishnan, ', 'Richa Moorjani, ', 'Jaren Lewison, ', 'Darren Barnet']","1,236"
The Gift,(20192021),TV-MA,42 min,"Drama, Fantasy, Mystery",7.6,"Abstract painter Atiye crosses paths with Erhan, an archaeologist who discovered a mysterious symbol at the Gbeklitepe excavation site.","['Ozan Aiktan', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",851
The Gift,(20192021),TV-MA,43 min,"Drama, Fantasy, Mystery",7.6,A haunting vision torments Atiye amid wedding preparations. Erhan retrieves a clue leading to the woman who keeps appearing before Atiye.,"['Ozan Aiktan', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",720
The Gift,(20192021),TV-MA,48 min,"Drama, Fantasy, Mystery",7.8,"As Zhre's identity comes to light, Atiye suspects a deliberate cover-up. Erhan hears about a blind woman who had visited his father at Gbeklitepe.","['Ozan Aiktan', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",687
The Gift,(20192021),TV-MA,43 min,"Drama, Fantasy, Mystery",7.5,"Serdar scrambles to find Atiye, Erhan sees a vision of his family, and Zhre reveals to Atiye her calling -- and their shared mystical lineage.","['Gonenc Uyanik', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",634
The Gift,(20192021),TV-MA,46 min,"Drama, Fantasy, Mystery",7.4,"Inside the cave, Atiye comes to terms with her past and faces her fears. Erhan rushes to find the tunnel entrance as Atiye's fate hangs by a thread.","['Gonenc Uyanik', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",636
The Gift,(20192021),TV-MA,42 min,"Drama, Fantasy, Mystery",7.7,A picture of Shahmaran confirms Erhan's suspicions. Atiye stumbles upon a shocking truth while investigating the Kurtiz family deaths.,"['Gonenc Uyanik', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",609
The Gift,(20192021),TV-MA,41 min,"Drama, Fantasy, Mystery",7.5,"Bristling under pressure from Serdar, Ozan confronts Cansu about her attempts to confess to Atiye. A betrayal threatens to seal Atiye's fate.","['Gonenc Uyanik', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",597
The Gift,(20192021),TV-MA,49 min,"Drama, Fantasy, Mystery",8.1,"In a flashback, Zhre shares with Nazim her premonitions about Atiye and Erhan. Atiye makes a fateful decision that inevitably alters reality.","['Gonenc Uyanik', '| ', '    Stars:', 'Beren Saat, ', 'Mehmet Gnsr, ', 'Metin Akdlger, ', 'Melisa Senolsun']",697
On My Block,(20182021),TV-14,30 min,"Comedy, Drama",8.2,"Cesar meets his fate head-on, but friendship lines are drawn when he tries to put things right with Monse, who comes to a decision about her future.","['Lauren Iungerich', '| ', '    Stars:', 'Sierra Capri, ', 'Jason Genao, ', 'Brett Gray, ', 'Diego Tinoco']",243
Good Girls,(20182021),TV-14,41 min,"Comedy, Crime, Drama",7.9,"When Rio gives her an assignment, Beth is forced to take her kids with her. Under pressure from Turner, Ruby crosses a line there's no coming back from. Annie meets her new manager at Fine and Frugal.","['So Yong Kim', '| ', '    Stars:', 'Christina Hendricks, ', 'Retta, ', 'Mae Whitman, ', 'Reno Wilson']",548
